country,iso,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Libya,LBY,24735.653771350004,24569.07686517538,24417.404076033785,24332.672412105458,24232.43869727381,24169.88409425194,23912.398125406275,24185.246167430298,24301.53608155623,24387.986002603375,24413.665914166915,24318.314468402063,24221.7753353997,23889.315798573545,23827.830736116353,23766.624397375967,23268.731607123897,22957.338601881645,23154.59810740144,23853.84385801716,24131.64855965905,24132.04238876802,23821.74847152979,23857.409096077696,23958.33600975927,23930.79116300396,23922.728311549545,23936.594864666
Lithuania,LTU,24101.65627032391,24876.443872694083,25058.856990115924,26613.868089929765,27194.91345653785,26608.67217927707,25138.38037257332,23941.096692175757,23558.685150483187,22986.39781150721,22818.571222158393,23359.838700275504,23053.04215691582,23115.88970533631,23270.404988836028,24083.694357565128,24618.48380704319,25021.702444881328,24135.588326554967,22611.27090572971,22388.536991421708,22064.251959026627,21770.874069985115,21763.71101696321,21231.367113543984,21211.50041283554,21027.484011295885,20866.690055495663
Low SDI,NA,28047.465919061364,27821.885822326614,27766.56559977274,27534.37653130045,27300.047690280273,27100.27908883036,26837.817438943155,26756.68385076643,26522.995128329017,26076.07270112641,25835.9899000089,25605.54157666456,25380.551296160334,25144.64025359641,24776.05095458173,24560.83963511626,24468.602530825283,24469.817092930854,24410.328844013828,24248.980247958138,24191.634140652564,24051.57749965358,23866.438316242995,23738.33395187911,23703.896206958445,23730.831197491072,23663.130964839,23494.35929485547
Low-middle SDI,NA,26949.861784026176,26969.5245186783,26941.4244610554,26752.086914283773,26605.113698546156,26426.901457410484,26393.468027715193,26619.036618147373,26504.392072715087,26197.82052221321,26016.89553575382,25813.233919764927,25552.217595388673,25236.93935388308,24808.433039629548,24667.44096737617,24536.618016074975,24358.699523709605,24262.972354653124,24195.56805067834,24131.397025345905,24017.22375853358,23853.116817349703,23654.10824624168,23570.95191162712,23475.21585208835,23412.246351076377,23224.388802466445
Luxembourg,LUX,21463.279244962745,21254.231195755103,21051.886398143903,20843.904211008055,20624.132495912447,20483.62608278606,20334.402775245784,20039.09264385788,19686.10893529331,19311.430438513387,19053.19317022969,18814.4644544541,18639.721555429704,18381.974617353328,18127.53433198952,17825.66868617515,17590.35546629468,17238.283101177247,16941.92386747627,16800.138596035787,16676.882017698703,16539.402985269717,16425.247106703937,16292.588122843372,16260.721805948344,16230.242061975883,16153.1965868905,16122.245432574078
Madagascar,MDG,30897.947028801937,30861.28880580584,30777.774334979913,31440.379684632248,30497.75301760624,30212.679074411648,30147.464959024303,30076.09021819863,30115.14959885942,29607.87435544048,29221.991195059287,28664.55991855961,28783.57048607783,28625.107177412283,28192.29234012136,27603.290316788232,27153.53981595356,26727.44969142491,26652.01049299691,26648.957701886517,26536.706199019867,26441.929179324532,26243.314759853452,26023.681928260143,25906.815458491972,25792.485079031903,25629.85906809405,25486.36435990816
Malawi,MWI,26447.355671525896,26520.530155878063,26986.488499759365,27510.796790369175,28226.678895900382,28529.680720963333,28424.75334973398,28295.313836862795,28261.059303742215,27853.251243931427,27496.444721103053,26771.863769427888,26176.562457298336,25729.850759446643,25306.22905027037,24797.272109963033,24326.70363283489,23868.77300374123,23469.515614718453,23246.07641798356,23233.35579423061,23076.91024764641,22833.573347675618,22567.397967374854,22320.53763092264,22216.04310875676,22102.0046900043,21871.604304902074
Malaysia,MYS,22696.277624412887,22433.201222759173,22203.05759919851,21871.26494451222,21590.21953450956,21694.549646344643,21435.65123246966,21193.6660101204,20890.615318742697,20949.370339774578,20852.473884951807,20480.047523119178,20244.119324454157,20247.577842206694,19975.73085111053,19606.48486058836,19282.620939296485,19118.37269804813,19226.776617740354,19344.76753907419,18996.522815893582,18542.27303505515,18469.89683292595,18326.58678764841,18673.55165662317,18739.79219769152,18659.36460049438,18634.155117146107
Maldives,MDV,29308.65271843426,28897.33928034708,28627.79083975229,27917.564692999124,27112.60873215969,26633.21529356823,25919.036067714624,25317.4792313129,24595.75600665754,23605.146546048138,22863.596435144507,22060.219149645814,21206.876938782192,20414.16188020356,19823.630680156824,19359.603248380696,18839.162747466948,18242.23646410065,17620.665728307118,16839.79012593907,16376.178602648248,15932.765144921012,15507.740265196857,15265.525727839366,15085.443916165044,14968.079175678986,14874.212453609518,14797.698709874085
Mali,MLI,28083.81168492024,27776.82560827291,27632.06064542585,27354.338002605116,27141.880408841575,26992.99477651272,26751.46056081472,26400.6131396195,26024.95179731023,25674.207434195006,25388.10266680999,24936.458257447353,24819.654368023515,24439.53694089627,24142.09341141395,23879.085381616293,23785.21781204551,23680.986072865755,23617.991218155432,23538.71876118764,23399.006685215045,23205.13080453709,23112.51303093429,23027.498110085544,23014.359590872933,23114.58565183633,23448.998159438823,23283.123293172623
Malta,MLT,19916.88526449091,19693.493587925313,19431.14942643508,19050.571046224715,18794.35811620723,18667.893957866636,18478.920250490693,18322.528268698406,18127.168868539295,18009.62338536006,17893.418172334692,17760.61612771094,17543.417956109908,17403.554307204668,17316.25080602673,17246.698338162314,17129.138608986534,17050.69132715992,16880.512084981754,16675.231919218833,16536.479908177324,16340.353171423672,16253.518842005778,16080.278041125164,15997.633005684,16026.770308404615,16182.181668147166,16200.054242550788
Marshall Islands,MHL,36028.42563156937,36290.709006060846,36764.84832201031,37156.79538339618,37205.72631505985,37545.706501492656,37647.75474410201,37989.15029669281,38299.49782069369,38459.27745994786,38724.481667345375,38758.55091382159,38768.708891499184,38915.9007160445,38868.0821042331,38913.55127425847,38789.394768620085,38471.24325283077,38228.31401458904,37879.383066569906,37632.26577757574,37221.117486722374,36851.64368425949,36528.87567496416,36167.85138626681,35918.089482979296,35537.71731175793,35226.441811232195
Mauritania,MRT,25711.972864689847,25367.910551850982,25120.06840044549,24832.664530536604,24617.79649289597,24296.507104316108,24080.500465487206,23727.252647812675,23436.176208098437,23134.348509810567,22910.256855156735,22752.53463543492,22482.86155453168,22240.033818833617,22043.23305771004,21866.95689318602,21671.9189166045,21490.653291133636,21328.76865526498,21229.72777793924,21066.166561403028,20967.314185793,20869.917018105396,20758.470093128373,20622.59474707227,20508.91233255452,20401.034689306456,20263.916399997903
Mauritius,MUS,26372.249352225845,25704.676515882773,25835.17290086429,25946.163605589965,25682.434187467767,25285.316176230797,25194.805854484235,25344.27491733671,24799.89375595425,24675.51879309629,24339.57338476918,24297.88561941171,24307.521988071723,24034.97656887225,23712.393663721883,23797.096575927266,23633.00476796843,23162.386250109736,23192.620135325014,23082.476191193306,22623.532865181547,22247.89099606738,22229.560873945586,21806.117387410595,21953.276535081255,21985.494831627588,21870.05755303532,21684.95235887109
Mexico,MEX,20595.765338298115,20479.97784036112,20544.40303550782,20582.737773419245,20472.076362865915,20447.714353064624,20208.58423403997,20163.414752200748,20121.172030758855,19848.213520825444,19540.79020595886,19332.07818591135,19349.90263689886,19316.567259461794,19006.999680604586,19047.014528982403,18773.12912665527,18601.518657217915,18907.343948198435,19111.376643221098,18958.660453752163,18770.54493330108,18746.0021669353,18773.656319329843,18809.848983507476,18732.10859497576,18811.56759125557,18852.74089293718
Micronesia (country),FSM,33497.7538400554,33374.014535119175,33232.15297400846,33060.379477092894,32942.45128934181,32753.427163165303,32638.120879945447,32518.60859327901,32384.44352363135,32254.559708573495,32107.387033663083,31961.905349176977,31808.523576060637,31620.6600115449,31591.94368838294,31558.09210585916,31465.235142503163,31378.183683516618,31303.457982043576,31207.43397397794,31070.69622623235,30955.855732971017,30858.684588964352,30786.464086444463,30759.47275166916,30737.358552428235,30652.77791150826,30548.351385071965
Middle SDI,NA,23763.70753823373,23661.78183315552,23563.71281510394,23374.00868047888,23177.235839677534,22989.52117007657,22842.316056206255,22673.935598702967,22464.59779943931,22238.091431909208,22070.725256543865,21767.698190712617,21568.83579670707,21341.207803603866,21065.907922874216,20780.509126918405,20406.025833318858,20155.486479522024,20095.545523186574,20040.72554836795,19974.94181624268,19849.16587844383,19709.807347929844,19535.324626689428,19483.61674786818,19499.167778841143,19420.69518218435,19196.770678884095
Moldova,MDA,28312.266496142136,28963.210250161763,28606.077139655583,29357.48222156342,31360.228307154553,32021.66804495439,30835.48608891889,29018.862413216877,28061.276432551353,28017.240113255943,28138.18584157954,27856.700770410636,27623.209638745622,27534.33212360179,27669.40007905031,28297.86272144868,28004.296691118303,27489.720032775273,27083.714583882746,27106.36268935547,26902.41755616395,25410.157613998257,24738.64164272153,24162.35908576465,24417.84089794577,24489.92562152251,23781.29395068958,23267.80307590472
Mongolia,MNG,32485.028631692458,32951.645139628934,33255.59938558061,33885.30946548159,34514.224760927355,35716.90295632238,36300.34807003378,36591.57397346625,36325.28017643704,36077.7929094986,35620.59807049825,35234.09840452631,34944.37194429137,34535.86212829201,34140.98515840758,33921.3268940126,33178.384145733806,32340.997448076036,31818.105888064885,31852.76212465264,31179.008315102303,30303.10455821635,29351.44621684367,28541.361638258903,27812.11496044626,27359.567016715137,27152.027401738145,26985.00757543185
Montenegro,MNE,20928.22530441557,20760.18270900827,20785.12359263423,20893.090867756662,21065.511759452715,21182.48038719323,21393.54016493292,21705.069189902835,21825.661729642183,21829.60468542727,21761.299164186425,21658.03509577359,21526.232732644377,21490.620995030127,21346.855189812028,21294.92607762725,21109.17467373024,20767.478036408585,20470.37971020755,20133.40851335441,19873.363475964423,19719.50705567719,19624.713857917643,19649.99967258852,19594.00940865047,19527.50072640489,19496.957974421348,19457.228173155298
Morocco,MAR,26947.6105059533,26909.173297590867,26916.48457601669,27029.6523185375,27001.60689462342,27142.335580418185,27207.89027757185,27401.3589565042,27297.06553308422,27316.22308759492,26976.274105399934,26750.765890551607,26503.48658683088,26356.828324715025,26125.29676821283,25957.265295190507,25810.23961544342,25628.95232957383,25491.759769699864,25362.109427471885,25195.162251178277,25051.928946576772,24719.254706655316,24458.83091765044,24293.248035288492,24054.469652568543,23821.28218373936,23560.466505961907
Mozambique,MOZ,28734.381777615443,28506.3838586986,28446.582836469577,28344.065015746022,28070.419739637087,27870.008966082267,27736.319338612582,27711.866589572353,27339.83419264905,27040.362923127843,26818.27515275057,26302.68400396413,26098.56284152928,25903.097803702694,25860.647197878843,25953.391872827553,26157.48099732026,26366.922884533826,26432.71868254579,26370.2374402646,26333.92693512391,26196.85106984998,26110.801759861508,25963.300059986745,25831.696986791787,25710.22666469902,25500.947324241806,25179.815197641703
Myanmar,MMR,35100.14143602603,35057.88535035802,34939.673480424004,34798.93261474684,34616.46439894489,34458.585286423135,34347.22576645917,34189.23971041825,34018.21236911834,33762.4502297928,33427.131649016745,33048.40437917658,32623.73797493184,32211.41845942598,31791.212590630206,31141.407916339813,30559.310747815365,29828.361681159746,29199.886099510222,28520.77514628779,27787.797146142784,27187.933922091874,26670.073762369793,26260.8928997581,25862.929854362825,25548.299927609645,25254.126503756313,24902.12559668049
Namibia,"NAM",25177.54966933308,25037.14742064934,25036.3801089871,25057.58052215566,25262.349590708993,25617.6684807424,25989.737535777535,26374.720969092417,26905.651991694995,27250.480606474113,27558.33383769108,27391.883698266334,27387.381647817983,27033.197615163408,26502.633840738537,25738.397383830725,24776.523224077147,23833.603072462705,22999.00477470938,22314.845127406297,21711.439457437016,21095.655317268385,20773.966848406428,20564.209709482824,20381.18109274811,20244.73613348543,20134.338301142245,20052.615058360065
Nepal,NPL,26066.1406037168,25689.83939812705,25229.876901499974,24971.679445502796,24514.081747233115,24079.250064738055,23584.084260907275,23210.63892018754,22840.23524347215,22477.437528199516,22110.1293870103,21755.422141822284,21519.045490118875,21360.024327957104,21285.003684608393,21317.21868989585,21382.274377898622,21481.803773470416,21544.00938087188,21626.644129231154,21676.703907866817,21807.44814555679,21888.783581013497,21937.28326106574,21911.327811336076,21950.500251633577,21889.57755702679,21776.332963352517
Netherlands,NLD,20096.73991732503,19947.992796495244,19808.802415568065,19982.084952734313,19661.78225796166,19501.110197667163,19494.66526703459,19244.31813841565,19106.062549823702,19141.263637485492,19015.305086179495,18861.251062160845,18683.613315051436,18477.854987918898,18058.20350756285,17705.983204228665,17419.618462828577,17112.333593487278,17022.15517510836,16803.6369498678,16655.35128127881,16536.48644899729,16452.577834375763,16257.535055049726,16022.327934307252,16004.167474979551,16032.261838555469,15984.796262000964
New Zealand,NZL,21264.02190818031,20832.42074337613,20690.436617875537,20544.826276755623,20072.34737179673,20198.582329294324,19903.391890884013,19524.08176827974,19014.03642011183,18976.6957395433,18572.616953573663,18362.01918366528,18279.597399978837,18039.016105500566,17744.239860070535,17405.2324445925,17212.34848078256,17140.454067643313,16968.754061938696,16745.687040897068,16516.380366899524,16382.58670575586,16273.52433129657,16121.922190632631,16125.808713474033,16000.63803989702,15976.681212206056,16037.42609720496
Nicaragua,NIC,19004.94958593955,19325.69013930558,19025.657442116637,19148.335570626517,19064.325040750504,19181.52924389826,19143.745060801077,18781.01582513928,18566.34613692061,18500.15237367291,18346.47120283305,18430.894991853704,18500.09093010991,18501.261702608008,18412.350139885748,18379.80227475187,17886.778785928316,17803.250984076287,17705.2228568641,17539.123254402446,17212.240537347185,17265.705996809982,17276.396152573354,17285.646628732353,17416.228578006117,16916.941206357995,16578.137864831653,16351.00852987814
Niger,NER,26019.922148608697,25616.46419016276,25408.01726884804,25128.9696478983,24794.779535654343,24526.50121831138,24090.746782947204,23812.309446617834,23488.446288746603,23233.71369297506,23006.29016104236,22834.25394221495,22505.907935682913,22249.11113693973,21991.07803716972,22048.67475805135,21901.520578654767,21697.064505263672,21492.050709535328,21444.60665295651,21307.82348896541,21285.693788342247,21206.760639371016,21224.03455415677,21249.65034878781,21231.48641284971,21246.173866707773,21101.970491976655
Nigeria,NGA,23080.16371204755,23012.343715101215,22970.218498593204,22871.896442238052,22835.51594250828,22783.76292835567,22688.43114362992,22589.836011875188,22480.40291728427,22391.10804500576,22315.85502262659,22063.81232276127,21795.842025823964,21489.75933942007,21180.983750040188,20828.577381862193,20652.395266508334,20425.613608575775,20150.065035857508,20018.42496584997,19929.846972290223,19849.57024787116,19825.46963041222,19754.799819516385,19782.00719683795,19784.09900010773,19848.3082462068,19726.59454486694
North Africa and Middle East,NA,27704.620618026776,27479.24301543618,27210.897241284627,27116.85017740448,26987.9016138025,26721.982047582427,26446.40214412676,26253.678474071447,25900.08470446669,25632.60590794567,25234.806898096107,25034.973325115545,24856.860701023517,24698.786738166447,24471.779376469305,24286.140204003463,24093.1851313225,23796.415958709695,23602.707974086963,23528.9977709374,23347.546580589315,23090.73779512893,22843.47288336586,22591.51022108566,22400.91116473104,22251.70254489254,22003.146775262103,21789.350809137664
North America,NA,20999.013058326793,20799.070914089774,20555.813963046916,20626.131047974457,20497.2813162408,20414.04024557849,20257.577022406866,20164.88811884163,20116.16836604192,20162.359296536117,20103.992115652385,20049.485749212457,20013.536402594807,19902.69325086464,19628.11784746584,19616.93874935351,19466.322010904587,19302.25428394053,19205.49006808241,19086.13575746251,18885.442201706537,18889.316318961937,18855.429198373993,18861.63253184188,18932.83388646625,19054.71027445443,19266.443770141737,19332.98603135929
North Korea,PRK,22684.117371905428,22663.80445907882,22675.809435207902,22693.472537813384,22777.2474157333,23070.761812439687,23435.089404525956,23735.89449675552,23987.653636728824,24214.56636408522,24405.056310771117,24532.83193201964,24635.98770639379,24570.57862198044,24467.18510709313,24401.70615838788,24325.24307534402,24257.639154670393,24238.577850448968,24152.736927428425,24069.879266726213,23977.992331201076,23884.558907304716,23783.397577682357,23660.02489983234,23527.539192286225,23352.293430909835,23166.952272024213
North Macedonia,MKD,23229.38990361303,22865.975447609984,23348.777276203255,23336.73864652549,23132.21280753726,22988.63238796147,22887.33088047346,22821.874880123345,22619.375353076895,22153.53409835587,22137.588005824586,22167.308546038235,22133.19296881011,21887.903647617863,21297.373120660846,21115.408177684985,21132.96003535695,20972.574443157235,20393.798431314674,20224.57407672028,19833.872551240172,19391.23266040916,19280.744377345218,18806.730764335047,18630.455373517136,19043.15215674853,19205.45625054999,19003.302955280546
Northern Ireland,NA,22224.54606152679,21726.426645607575,21144.93394526383,21430.34383156576,20964.24329876692,20785.431230874732,20063.72722297866,19726.380480029264,19672.6887591066,19723.905751615224,19184.78149681488,18744.755988652796,18810.168531824507,18467.63771133121,18338.729986867245,18208.688987852427,18299.593110506372,18219.577161779616,18058.626318356357,17903.874484747797,17895.20904141631,17475.065559869934,17251.801376455973,17100.344707268297,16946.960328314308,17062.68346652642,16956.328594594655,16837.074154906877
Northern Mariana Islands,MNP,20951.62447408729,20771.52786806255,20599.259677940983,20444.61171645734,20319.00872428812,20219.76747962529,20134.74272168676,20076.23055105892,20033.21291135825,19988.016396573257,19780.041174621303,19704.621212910926,19652.7586142434,19565.036159081967,19516.15752291701,19519.858584654572,19445.986873994632,19352.964691668116,19298.413669412297,19314.329094431752,19290.104816928135,19337.022148543463,19432.301788822704,19524.731543038502,19564.46092844733,19590.140569636453,19519.31271776581,19463.913029815005
Norway,NOR,19989.122666135896,19767.37923334313,19675.378261958896,19439.164019521213,19246.115312863847,19081.812125689616,18900.801866512644,18807.389463543277,18828.41941404467,18675.326106276687,18626.716831372727,18401.554472578453,18221.844067150203,17842.15287503134,17594.84643931345,17337.627880370543,17120.10129617593,16995.737179332584,16886.57509088037,16807.530208522257,16677.473734763822,16647.404854634166,16215.738169287988,16173.817099056829,15863.356364538597,15591.938816947812,15501.888725092684,15494.989037014617
Oceania,NA,40106.81694261349,40061.62116031148,39944.00219221301,39758.08563148428,39624.0912681633,39564.52626465259,39547.483825978416,39655.64265439038,39728.168704973104,39914.84079234728,40058.77500350501,40074.227157144174,40159.908346794735,40250.697463722354,40277.91924817626,40385.71856418501,40424.67660043178,40348.9315198181,40207.33095332427,39960.321029903025,39743.948416191386,39528.04299603213,39327.43532534332,39106.158911271224,38828.63008195923,38549.73414818403,38350.73244936461,38101.86895216205
Oman,OMN,25610.089839923305,25303.786731821492,24932.50846058286,24508.25431320914,24249.78852103384,23895.547650148095,23528.07000070616,23177.7113834922,22806.81848057365,22394.215722521694,22073.85346216092,21775.698969251975,21459.0333280452,21164.018998423027,20892.88171457565,20651.96068223156,20498.773164271923,20428.39277675352,20412.333809214648,20378.674975228983,20432.44887326477,20535.25961905533,20255.914816015895,19798.546560418406,19617.21292131968,19488.725838437625,19079.94342288984,18946.808259739384
Pakistan,PAK,25461.10717236625,26199.61597994935,26545.2776988629,26822.15700718903,27117.448415628965,27625.92639810084,27907.67582413076,28249.60752592611,28365.948297631556,28428.608908923143,28470.622782903916,28505.074771740296,28513.94722590869,28545.81701648505,28546.072867212064,28588.83632001491,28462.39187541936,28216.47002143737,28207.113838079757,28095.266606369623,27959.802854136884,27853.537410444213,27748.736199605173,27631.79449878753,27617.01705141168,27416.798095706017,27257.18953601908,27011.15478329521
Palestine,PSE,25979.45396902403,25815.42152363112,25645.788939881557,25442.07589938139,25233.62746170018,25088.29763491502,24949.66284747285,24855.070181431267,24684.531941848178,24532.06941867461,24461.410051000024,24352.30805393224,24428.009120583232,24265.91079580605,24381.5299819769,24120.60920743554,23865.66199821785,23585.68356946386,23178.73809737857,22803.603553296096,22403.257836714944,22022.795998347923,21714.859698421675,21162.63815218455,20800.043029841858,20519.997934624575,20239.681368930866,20088.257527677262
Panama,PAN,17410.89833634402,17212.287348766917,17350.16572528268,17426.555467599934,17222.45411343961,17215.247049239617,17040.002402273785,17158.06956152157,16874.391884960773,16411.70593219087,16168.841035916052,16054.030604688676,16044.574037813938,16081.500422158384,15949.923430401012,15881.45472048523,15902.23941482994,15758.860477548656,15775.689390434967,15761.2121100136,15666.235215448129,15693.327386086048,15748.184738698055,15699.632056966584,15619.976105407584,15467.183216889202,15364.51103365228,15243.628275685453
Papua New Guinea,PNG,45581.65975359624,45416.62342703311,45179.831574070944,44802.60529458388,44469.19567073117,44265.32791057421,44109.46337036661,44050.390369558176,44190.14621047907,44324.80955595201,44503.93722664346,44634.79272510029,44782.03872498933,44910.78094648428,45009.19057731357,45101.04369256046,45107.55473694408,44921.58570159293,44679.09797362561,44371.73695332312,44044.11212686394,43716.97915027545,43384.30479985892,43039.15657107368,42620.89461768552,42193.43718867603,41884.93190282091,41529.13277832484
Paraguay,PRY,19574.0018479101,19401.595372283082,19593.52360198077,20101.413465059704,20095.93169844472,19732.16927584381,19680.796450610607,19323.22669521609,19345.777649182903,19452.546803577017,19453.5063250717,19272.838517590222,19287.935070446973,19580.420356509505,19946.753086064127,19998.76231309506,20139.676760616152,19817.10895735946,19770.773449959182,20017.20287799921,20051.562959790015,19835.015581821874,19647.52637721887,19766.312614330753,19438.14002822185,19142.43701336958,19032.726276477628,18898.352804110265
Peru,PER,18910.601434305772,18407.61179611142,18933.1773332484,18982.174996703776,18798.400393166503,18821.687651792327,18528.091429613694,18303.096166358628,18067.830601375757,17508.536927597164,17256.524881082176,16785.386893019244,16647.579718784884,16704.022499347677,16501.87993993099,16263.887732335535,15869.418954339417,15586.60966144083,15638.431065156728,15966.668402490888,15907.454452452332,15640.065166676875,15341.572747973843,15059.464073781552,14730.883066948258,14481.121012739526,14416.586770415135,14343.780011775243
Philippines,PHL,22440.482602810906,22295.30406044179,22699.92363111999,22548.195652231698,22735.709731435087,22902.013622855975,22942.75638019464,23152.530609946352,23189.407874843313,23230.356592441236,23576.707007370984,23940.87684880974,24240.815409941075,24390.962415559705,24595.057966429675,24902.276605831154,25097.81168754261,25078.050217003733,25183.30374187586,25346.719090965413,25281.015238056458,25263.7559761048,25335.554453520497,25353.9261000145,25351.47775474191,25589.49793323649,25323.180111371006,25026.98369661398
Poland,POL,25131.366416468027,25555.15954315542,24989.789421032034,24197.33117265682,24089.839132368925,23934.498431882657,23425.054622729145,23159.9782796575,22769.37182087037,22715.050966805604,21948.75774345221,21507.264649577035,21122.244353552655,20865.76253836563,20778.968601404955,20614.278671731627,20504.803363027764,20468.03853660863,20235.97182139435,19958.000709625136,19454.256661636595,19218.510717005294,19139.521141984533,18841.502489451686,18414.910821462458,18423.799117874656,18190.88625110531,17976.87459939539
Portugal,PRT,21757.22337791347,21824.68429819726,21448.481436864608,21344.381541367136,20468.699457454044,20427.410194736887,20404.607344518372,20128.05850818297,19862.168197323972,19566.84147444359,19225.729945526247,18977.813109384573,18796.24264079356,18538.366938263334,17961.393163829427,17608.49709211458,17335.820369073263,17228.162428851883,17053.629034628437,16930.256447909615,16701.289355389636,16501.500057798134,16316.950693458848,16119.683745437338,15923.82966728528,15646.100892260303,15671.283951273834,15661.818177260093
Puerto Rico,PRI,19753.72483990142,19690.166532407504,19792.216980465895,19865.93853532316,19542.029829402953,19858.982385520165,19623.97956717289,19203.387130273444,19480.713746323847,18877.926083125567,18568.83654966669,18505.84513154582,17930.8172601573,17729.549385642924,17651.83226296659,17604.54594367476,17261.84365192415,17097.066053632832,16921.724794338246,16855.952679035236,16472.09529571354,16654.21929399754,16242.428370554266,16044.2168396699,15755.306791651004,15455.764598389653,15775.212119276286,15931.76988406492
Qatar,QAT,27311.97224651947,27295.761232339228,27342.663948200006,27593.828298831395,27365.35752112562,26979.143937019708,26715.554336594916,26302.7261306941,25832.50575444227,25162.353724802684,24282.056974079485,23217.245415743993,22304.238077642414,21440.369664597,20784.807954154505,20612.08241136901,20193.484422351048,19890.441971070213,19811.17162742884,19462.535735495498,19088.884826452475,18718.927952717186,18387.898197886032,18092.22141272995,17843.79135535593,17600.962059393,17370.070292109725,17277.6354952603
Romania,ROU,25771.871672667166,25583.616728050732,26255.657449244045,26346.96804450034,26455.645167336537,26760.629186996983,27268.513529501764,27146.405281051157,26130.61999919034,25187.104995726146,24621.195143367335,24785.628005557977,24867.45582856256,24566.651274523498,23901.54861239471,23584.76619519017,23051.508834416833,22525.653164939336,22494.390031677653,22426.517677040516,22133.233803942698,21238.556136194064,21126.452059907533,20823.38960672176,20821.46972454797,20613.84562023893,20560.72613940131,20519.60618983873
Russia,RUS,26091.000910362476,26185.405877883062,27452.523301545534,31004.69578529468,33047.293197495674,31770.57873182408,30086.371827028812,28763.868109990064,28361.316689236643,29872.197146559232,30839.241223148416,31127.57762126392,31634.748220093283,32068.523237676294,31723.244995874174,32695.66776185161,30655.65902222496,29335.53809072965,29133.77732987445,27975.705867939276,27806.160007445385,26287.501629184993,25650.18410301277,25068.264910058537,25032.700357130412,24383.807953132284,23745.231289009873,23454.459164247713
Rwanda,RWA,32555.01526195545,33056.91215751311,33161.14978624563,34597.276803249435,36471.72299474242,35017.9070888926,34338.271358077705,33891.227539546104,33295.418659834344,31972.998932305312,30266.55813839632,28601.428233485527,27243.393459398125,26139.83730811502,25356.653267404712,24479.09239124681,23684.426025694265,22982.596766357852,22337.42891823387,21675.414120753,21274.784676330753,20936.49825570471,20686.5676730404,20493.926306013454,20438.57229154816,20294.294808221777,20069.384958554016,19942.696643325213
Saint Lucia,LCA,24521.548870666214,24335.099846125253,24144.529464255706,23752.43080154957,23601.59752531031,23253.2564112599,22885.85000008977,22509.825513292948,21950.76111585756,21419.6465875848,20927.852077326304,20561.559389544294,20544.23060626453,20535.921891243142,20417.72766486925,20297.918473560872,20140.63701733772,19771.078485001097,19417.557348375365,19331.61651094295,19305.976917184285,19306.613959188184,19335.126564915347,19325.35504203913,19368.202277247263,19396.769060653525,19397.297809617856,19416.08622808132
Saint Vincent and the Grenadines,VCT,23157.473707005243,22984.19655959656,22809.657930471032,22877.596666245387,22964.065760543137,22996.96094104637,23285.755012025547,23490.46722526028,23456.248053469928,23114.019925575027,22774.78346134261,22418.996596603916,22173.255595038307,21990.011101712884,21907.95503635512,21704.293788461237,21518.47044127919,21364.736795667923,21267.02254492967,21242.251916645913,21358.85234768674,21550.6948188448,21859.989172221096,22124.89080004247,22302.762801943896,22366.675000984193,22312.653972473858,22276.81428879761
Samoa,WSM,24468.570162691227,24464.556868712258,24468.46633420142,24418.615700674316,24441.91908690967,24428.248741466487,24474.72203457211,24367.04874369626,24254.07428693994,24235.24377308139,24145.20005211124,24018.33993709959,23868.051298596027,23745.498506771994,23625.691025242017,23514.54453250375,23452.40085548701,23470.300956329396,23369.415444542887,23471.468249381247,23462.010543859113,23450.730775738703,23435.436105449593,23347.744120458778,23283.00675533652,23229.297630479516,23177.169039178,23123.196197836933
Sao Tome and Principe,STP,25250.79946368103,25410.88840063193,25557.499264154536,25788.51430973018,26008.823729173975,26221.827158606786,26487.11220194615,26724.98893295239,26847.96802395402,26677.50937716517,26761.7400759668,26512.647246089487,26332.17264027596,26191.17422230255,26004.1176572191,25581.818436110287,25419.500114035487,25068.326792222317,24994.60230356185,24928.887511607507,24830.955514281333,24789.547382422195,25023.407906656947,24894.78060865425,24622.31400093458,24451.7164833408,24309.64525275387,24126.52693839842
Saudi Arabia,SAU,22595.189596846147,22552.959030964343,22242.474690026986,21935.35153781944,21639.13007742512,21398.496268435185,21124.735837817698,20855.82590642639,20626.75947047806,20440.62501618555,20296.395972838316,20139.281370055553,20294.52896886898,20335.584646286738,20309.76080162837,20463.75325018933,20532.329501002823,20611.012565096153,20723.67554052324,20785.65981240697,20771.79907890017,20605.616610451936,20336.33157681545,20028.244328931567,19710.19607036044,19389.42349099223,19114.3943349503,18843.554383617484
Scotland,NA,23249.68416021028,22928.984177916533,22629.857145441543,22734.786081377253,22156.612600328357,21983.841890557673,22032.33215948053,21584.97374413012,21424.584694237332,21412.505491773245,20918.620230688794,20842.93207878134,20803.44641723262,20531.38293654782,20121.273648830156,19855.11104972113,19944.82869849427,19797.706650810433,19658.053672805258,19246.680976669348,19056.840718920997,18868.46500473048,18607.285851322733,18513.54820156701,18241.011433328076,18440.46856113669,18690.73708373833,18643.18357697311
